FrameNumber, ObjectNumber,Range,Velocity,PeakValue,x,y
0,0,1.575,-0.003905960962144464,0.0,-0.739417711387778,1.39064245875281
0,1,1.575,-0.003905960962144464,0.0,-0.739417711387778,1.39064245875281
0,2,1.575,-0.003905960962144464,0.0,-0.739417711387778,1.39064245875281
0,3,1.575,-0.003905960962144464,0.0,-0.739417711387778,1.39064245875281
0,4,1.575,-0.003905960962144464,0.0,-0.739417711387778,1.39064245875281
0,5,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,6,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,7,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,8,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,9,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,10,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,11,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,12,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,13,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,14,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,15,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,16,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,17,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,18,1.575,-0.003905960962144464,0.0,-0.5386817257379282,1.4800158777378056
0,19,4.725,0.011717882886433393,0.0,4.091970032881472,2.3625000000000003
1,0,2.4,-0.010155498501575606,4612585500.0,1.6671800891015933,1.7264155208127627
1,1,2.4,-0.010155498501575606,4699562000.0,1.6671800891015933,1.7264155208127627
1,2,2.4,-0.010155498501575606,4751851500.0,0.16741553698590073,2.394153720623578
1,3,2.4,-0.010155498501575606,4778983400.0,0.4989880579626224,2.3475542417611335
1,4,2.4,-0.010155498501575606,4840220700.0,1.1267317506861378,2.1190742228614248
1,5,2.4,-0.010155498501575606,4861366300.0,0.8208483439816049,2.25526228988618
1,6,2.4,-0.010155498501575606,4871573500.0,1.4106846055019355,1.9416407864998737
1,7,2.4,-0.010155498501575606,4908105700.0,0.16741553698590073,2.394153720623578
1,8,2.4,-0.010155498501575606,5023987700.0,0.16741553698590073,2.394153720623578
1,9,2.4,-0.010155498501575606,5030031400.0,0.4989880579626224,2.3475542417611335
1,10,2.4,-0.010155498501575606,5053286400.0,1.4106846055019355,1.9416407864998737
1,11,2.4,-0.010155498501575606,5110120400.0,1.1267317506861378,2.1190742228614248
1,12,2.4,-0.010155498501575606,5157413000.0,1.4106846055019355,1.9416407864998737
1,13,2.4,-0.010155498501575606,5200396300.0,0.8208483439816049,2.25526228988618
1,14,2.4,-0.010155498501575606,5264926700.0,0.4989880579626224,2.3475542417611335
1,15,2.4,-0.010155498501575606,5333291000.0,1.1267317506861378,2.1190742228614248
1,16,2.4,-0.010155498501575606,5353074700.0,0.4989880579626224,2.3475542417611335
1,17,2.4,-0.010155498501575606,5383323600.0,0.8208483439816049,2.25526228988618
1,18,2.4,-0.010155498501575606,5428056000.0,1.1267317506861378,2.1190742228614248
1,19,2.4,-0.010155498501575606,5502374000.0,0.8208483439816049,2.25526228988618
2,0,2.4,-0.010155498501575606,6165831700.0,0.8208483439816049,2.25526228988618
2,1,2.4,-0.010155498501575606,6205866000.0,0.4989880579626224,2.3475542417611335
2,2,2.4,-0.010155498501575606,6396563500.0,0.4989880579626224,2.3475542417611335
2,3,2.4,-0.010155498501575606,6471379000.0,0.16741553698590073,2.394153720623578
2,4,2.4,-0.010155498501575606,6480433000.0,-0.8208483439816049,2.25526228988618
2,5,2.4,-0.010155498501575606,6509430000.0,-0.8208483439816049,2.25526228988618
2,6,2.4,-0.010155498501575606,6555123700.0,-0.4989880579626224,2.3475542417611335
2,7,2.4,-0.010155498501575606,6586927000.0,-0.16741553698590073,2.394153720623578
2,8,2.4,-0.010155498501575606,6763172000.0,-0.4989880579626224,2.3475542417611335
2,9,2.4,-0.010155498501575606,6782558000.0,-0.8208483439816049,2.25526228988618
2,10,2.4,-0.010155498501575606,6833438700.0,0.4989880579626224,2.3475542417611335
2,11,2.4,-0.010155498501575606,6900429000.0,0.4989880579626224,2.3475542417611335
2,12,2.4,-0.010155498501575606,6981327000.0,0.16741553698590073,2.394153720623578
2,13,2.4,-0.010155498501575606,7111110700.0,-0.16741553698590073,2.394153720623578
2,14,2.4,-0.010155498501575606,7220363300.0,-0.4989880579626224,2.3475542417611335
2,15,2.4,-0.010155498501575606,7232344000.0,0.16741553698590073,2.394153720623578
2,16,2.4,-0.010155498501575606,7293427700.0,-0.4989880579626224,2.3475542417611335
2,17,2.4,-0.010155498501575606,7363229700.0,-0.16741553698590073,2.394153720623578
2,18,2.4,-0.010155498501575606,7411415000.0,0.16741553698590073,2.394153720623578
2,19,2.4,-0.010155498501575606,7547287600.0,-0.16741553698590073,2.394153720623578
3,0,2.4,-0.010155498501575606,5492508700.0,-0.16741553698590073,2.394153720623578
3,1,2.4,-0.010155498501575606,5534988300.0,-0.4989880579626224,2.3475542417611335
3,2,2.4,-0.010155498501575606,5542027300.0,1.1267317506861378,2.1190742228614248
3,3,2.4,-0.010155498501575606,5633453000.0,1.1267317506861378,2.1190742228614248
3,4,2.4,-0.010155498501575606,5774289000.0,0.16741553698590073,2.394153720623578
3,5,2.4,-0.010155498501575606,5780439000.0,0.4989880579626224,2.3475542417611335
3,6,2.4,-0.010155498501575606,5903569000.0,0.8208483439816049,2.25526228988618
3,7,2.4,-0.010155498501575606,5923109000.0,0.8208483439816049,2.25526228988618
3,8,2.4,-0.010155498501575606,5961219000.0,-0.4989880579626224,2.3475542417611335
3,9,2.4,-0.010155498501575606,5985116000.0,0.4989880579626224,2.3475542417611335
3,10,2.4,-0.010155498501575606,5997709300.0,-0.4989880579626224,2.3475542417611335
3,11,2.4,-0.010155498501575606,6131024000.0,-0.16741553698590073,2.394153720623578
3,12,2.4,-0.010155498501575606,6170040300.0,0.16741553698590073,2.394153720623578
3,13,2.4,-0.010155498501575606,6196850700.0,0.8208483439816049,2.25526228988618
3,14,2.4,-0.010155498501575606,6233512000.0,-0.16741553698590073,2.394153720623578
3,15,2.4,-0.010155498501575606,6417379300.0,0.4989880579626224,2.3475542417611335
3,16,2.4,-0.010155498501575606,6457739300.0,-0.16741553698590073,2.394153720623578
3,17,2.4,-0.010155498501575606,6466134000.0,0.16741553698590073,2.394153720623578
3,18,2.4,-0.010155498501575606,6489235500.0,0.4989880579626224,2.3475542417611335
3,19,2.4,-0.010155498501575606,6605100000.0,0.16741553698590073,2.394153720623578
4,0,2.4,-0.010155498501575606,6187684000.0,1.1267317506861378,2.1190742228614248
4,1,2.4,-0.010155498501575606,6241986600.0,-0.4989880579626224,2.3475542417611335
4,2,2.4,-0.010155498501575606,6270201000.0,0.8208483439816049,2.25526228988618
4,3,2.4,-0.010155498501575606,6386376700.0,-0.4989880579626224,2.3475542417611335
4,4,2.4,-0.010155498501575606,6527077400.0,0.4989880579626224,2.3475542417611335
4,5,2.4,-0.010155498501575606,6682107000.0,0.16741553698590073,2.394153720623578
4,6,2.4,-0.010155498501575606,6692757500.0,-0.16741553698590073,2.394153720623578
4,7,2.4,-0.010155498501575606,6764625000.0,1.1267317506861378,2.1190742228614248
4,8,2.4,-0.010155498501575606,6766366700.0,1.1267317506861378,2.1190742228614248
4,9,2.4,-0.010155498501575606,6792852500.0,0.16741553698590073,2.394153720623578
4,10,2.4,-0.010155498501575606,6798252000.0,-0.16741553698590073,2.394153720623578
4,11,2.4,-0.010155498501575606,6886041600.0,0.8208483439816049,2.25526228988618
4,12,2.4,-0.010155498501575606,7022123000.0,-0.16741553698590073,2.394153720623578
4,13,2.4,-0.010155498501575606,7037397000.0,0.4989880579626224,2.3475542417611335
4,14,2.4,-0.010155498501575606,7066992600.0,0.8208483439816049,2.25526228988618
4,15,2.4,-0.010155498501575606,7283236000.0,0.8208483439816049,2.25526228988618
4,16,2.4,-0.010155498501575606,7292537000.0,0.4989880579626224,2.3475542417611335
4,17,2.4,-0.010155498501575606,7301462000.0,0.16741553698590073,2.394153720623578
4,18,2.4,-0.010155498501575606,7340347400.0,0.16741553698590073,2.394153720623578
4,19,2.4,-0.010155498501575606,7471754000.0,0.4989880579626224,2.3475542417611335
5,0,2.4,-0.011717882886433393,4281188400.0,0.16741553698590073,2.394153720623578
5,1,2.4,-0.010155498501575606,4284896300.0,0.4989880579626224,2.3475542417611335
5,2,2.4,-0.010155498501575606,4298993700.0,1.6671800891015933,1.7264155208127627
5,3,2.4,-0.011717882886433393,4302782500.0,0.4989880579626224,2.3475542417611335
5,4,2.4,-0.010155498501575606,4339870700.0,0.16741553698590073,2.394153720623578
5,5,2.4,-0.010155498501575606,4396791300.0,0.16741553698590073,2.394153720623578
5,6,2.4,-0.011717882886433393,4410091500.0,0.16741553698590073,2.394153720623578
5,7,2.4,-0.010155498501575606,4442556000.0,0.8208483439816049,2.25526228988618
5,8,2.4,-0.010155498501575606,4552321000.0,0.16741553698590073,2.394153720623578
5,9,2.4,-0.010155498501575606,4557902000.0,0.4989880579626224,2.3475542417611335
5,10,2.4,-0.010155498501575606,4616185000.0,0.8208483439816049,2.25526228988618
5,11,2.4,-0.010155498501575606,4623820000.0,1.4106846055019355,1.9416407864998737
5,12,2.4,-0.010155498501575606,4666706000.0,1.4106846055019355,1.9416407864998737
5,13,2.4,-0.010155498501575606,4717116000.0,1.1267317506861378,2.1190742228614248
5,14,2.4,-0.010155498501575606,4735206400.0,1.1267317506861378,2.1190742228614248
5,15,2.4,-0.010155498501575606,4774442000.0,0.4989880579626224,2.3475542417611335
5,16,2.4,-0.010155498501575606,4870290400.0,0.4989880579626224,2.3475542417611335
5,17,2.4,-0.010155498501575606,4928162300.0,0.8208483439816049,2.25526228988618
5,18,2.4,-0.010155498501575606,4951300000.0,1.1267317506861378,2.1190742228614248
5,19,2.4,-0.010155498501575606,4989133000.0,0.8208483439816049,2.25526228988618
6,0,2.4,-0.009374306309146714,4069722000.0,0.8208483439816049,2.25526228988618
6,1,2.4,-0.009374306309146714,4074371000.0,0.16741553698590073,2.394153720623578
6,2,2.4,-0.009374306309146714,4091822000.0,0.4989880579626224,2.3475542417611335
6,3,2.4,-0.009374306309146714,4167769000.0,-0.4989880579626224,2.3475542417611335
6,4,2.4,-0.009374306309146714,4282648600.0,-0.8208483439816049,2.25526228988618
6,5,2.4,-0.009374306309146714,4308870000.0,-0.8208483439816049,2.25526228988618
6,6,2.4,-0.009374306309146714,4328395000.0,0.4989880579626224,2.3475542417611335
6,7,2.4,-0.009374306309146714,4337142000.0,0.16741553698590073,2.394153720623578
6,8,2.4,-0.009374306309146714,4469012500.0,-0.16741553698590073,2.394153720623578
6,9,2.4,-0.009374306309146714,4501301000.0,0.4989880579626224,2.3475542417611335
6,10,2.4,-0.009374306309146714,4542144500.0,-0.4989880579626224,2.3475542417611335
6,11,2.4,-0.009374306309146714,4584372000.0,0.4989880579626224,2.3475542417611335
6,12,2.4,-0.009374306309146714,4627505000.0,-0.4989880579626224,2.3475542417611335
6,13,2.4,-0.009374306309146714,4637433000.0,-0.16741553698590073,2.394153720623578
6,14,2.4,-0.009374306309146714,4641516500.0,0.16741553698590073,2.394153720623578
6,15,2.4,-0.009374306309146714,4758968300.0,-0.4989880579626224,2.3475542417611335
6,16,2.4,-0.009374306309146714,4783726600.0,0.16741553698590073,2.394153720623578
6,17,2.4,-0.009374306309146714,4875783000.0,-0.16741553698590073,2.394153720623578
6,18,2.4,-0.009374306309146714,4890610700.0,0.16741553698590073,2.394153720623578
6,19,2.4,-0.009374306309146714,4934924300.0,-0.16741553698590073,2.394153720623578
7,0,2.4,-0.00976490240536116,10251799000.0,-0.16741553698590073,2.394153720623578
7,1,2.4,-0.00976490240536116,10324572000.0,0.8208483439816049,2.25526228988618
7,2,2.4,-0.00976490240536116,10347822000.0,0.16741553698590073,2.394153720623578
7,3,2.4,-0.00976490240536116,10408335000.0,-0.4989880579626224,2.3475542417611335
7,4,2.4,-0.00976490240536116,10652226000.0,0.8208483439816049,2.25526228988618
7,5,2.4,-0.00976490240536116,10682540000.0,0.4989880579626224,2.3475542417611335
7,6,2.4,-0.00976490240536116,10761980000.0,-0.4989880579626224,2.3475542417611335
7,7,2.4,-0.00976490240536116,10933097000.0,-0.16741553698590073,2.394153720623578
7,8,2.4,-0.00976490240536116,11011213000.0,0.16741553698590073,2.394153720623578
